Page Order,Semantic Name,Element Type,Logical Name,Playwright Best,Relative XPath,Absolute XPath,CSS Selector,ID Attribute,Name Attribute,Class Name,Coordinates,Dimension,Confidence Score
96,gaming_merchandise_apparel,Link,Apparel - Gaming merchandise,await page.getByLabel('Apparel').nth(1),"//div[@id='CardInstanceiThiPEgThyL4uJAeRiKRyw']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[6]/div[1]/div[2]/div[1]/div[1]/a[1],div#CardInstanceiThiPEgThyL4uJAeRiKRyw > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1344.5, 1949.296875)",147.25 × 115.84375,95
97,gaming_merchandise_hats,Link,Hats - Gaming merchandise,await page.getByLabel('Hats'),"//div[@id='CardInstanceiThiPEgThyL4uJAeRiKRyw']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[6]/div[1]/div[2]/div[1]/div[2]/a[1],div#CardInstanceiThiPEgThyL4uJAeRiKRyw > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1507.25, 1949.296875)",147.25 × 115.84375,95
98,toys_for_all_ages_dolls_doll_houses,Link,Dolls & Doll Houses - Toys for all ages,await page.getByLabel('Doll & Doll House'),"//div[@id='CardInstance-Y9w6TsXkIGeVUncf8GpOQ']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[1]/a[1],div#CardInstance-Y9w6TsXkIGeVUncf8GpOQ > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(234.5, 2109.140625)",147.25 × 115.84375,95
99,toys_for_all_ages_swimming_pools,Link,Swimming pools - Toys for all ages,await page.getByLabel('Swimming pools'),"//div[@id='CardInstance-Y9w6TsXkIGeVUncf8GpOQ']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/a[1],div#CardInstance-Y9w6TsXkIGeVUncf8GpOQ > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(397.25, 2109.140625)",147.25 × 115.84375,95
100,have_more_fun_with_family_action_figures,Link,Action Figures - Have more fun with family,await page.getByLabel('Action Figures'),"//div[@id='CardInstancelpJRyrkO1uNcPogr_SYTNQ']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[4]/div[1]/div[2]/div[2]/div[1]/a[1],div#CardInstancelpJRyrkO1uNcPogr_SYTNQ > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(604.5, 2109.140625)",147.25 × 115.84375,95
101,have_more_fun_with_family_pretend_play_toys,Link,Pretend Play Toys - Have more fun with family,await page.getByLabel('Pretend Play Toys'),"//div[@id='CardInstancelpJRyrkO1uNcPogr_SYTNQ']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[4]/div[1]/div[2]/div[2]/div[2]/a[1],div#CardInstancelpJRyrkO1uNcPogr_SYTNQ > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(767.25, 2109.140625)",147.25 × 115.84375,95
102,deals_on_top_categories_pc,Link,PC - Deals on top categories,await page.getByLabel('PC'),"//div[@id='CardInstanceXVL2I-4gKpcoHXgrKambLA']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[5]/div[1]/div[2]/div[2]/div[1]/a[1],div#CardInstanceXVL2I-4gKpcoHXgrKambLA > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(974.5, 2109.140625)",147.25 × 115.84375,95
103,deals_on_top_categories_beauty,Link,Beauty - Deals on top categories,await page.getByLabel('Beauty'),"//div[@id='CardInstanceXVL2I-4gKpcoHXgrKambLA']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[5]/div[1]/div[2]/div[2]/div[2]/a[1],div#CardInstanceXVL2I-4gKpcoHXgrKambLA > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1137.25, 2109.140625)",147.25 × 115.84375,95
104,gaming_merchandise_action_figures,Link,Action figures - Gaming merchandise,await page.getByLabel('Action figures'),"//div[@id='CardInstanceiThiPEgThyL4uJAeRiKRyw']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[6]/div[1]/div[2]/div[2]/div[1]/a[1],div#CardInstanceiThiPEgThyL4uJAeRiKRyw > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1344.5, 2109.140625)",147.25 × 115.84375,95
105,gaming_merchandise_mugs,Link,Mugs - Gaming merchandise,await page.getByLabel('Mugs'),"//div[@id='CardInstanceiThiPEgThyL4uJAeRiKRyw']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[6]/div[1]/div[2]/div[2]/div[2]/a[1],div#CardInstanceiThiPEgThyL4uJAeRiKRyw > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1507.25, 2109.140625)",147.25 × 115.84375,95
106,toys_for_all_ages_see_all_see_all,Link,"See all
See all - Toys for all ages",await page.getByLabel('Toys for all ages - See all'),"//div[@id='CardInstance-Y9w6TsXkIGeVUncf8GpOQ']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[3]/div[1]/div[3]/a[1],div#CardInstance-Y9w6TsXkIGeVUncf8GpOQ > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(234.5, 2275.109375)",310 × 16.890625,95
107,have_more_fun_with_family_see_more_see_more,Link,"See more
See more - Have more fun with family",await page.getByLabel('Have more fun with family - See more'),"//div[@id='CardInstancelpJRyrkO1uNcPogr_SYTNQ']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[4]/div[1]/div[3]/a[1],div#CardInstancelpJRyrkO1uNcPogr_SYTNQ > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(604.5, 2275.109375)",310 × 16.890625,95
108,discover_more_discover_more_a,Link,"Discover more
Discover more - Deals on top categories",await page.getByLabel('Deals on top categories - Discover more'),"//div[@id='CardInstanceXVL2I-4gKpcoHXgrKambLA']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[5]/div[1]/div[3]/a[1],div#CardInstanceXVL2I-4gKpcoHXgrKambLA > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(974.5, 2275.109375)",310 × 16.890625,95
109,gaming_merchandise_see_more_see_more,Link,"See more
See more - Gaming merchandise",await page.getByLabel('Gaming merchandise - See more'),"//div[@id='CardInstanceiThiPEgThyL4uJAeRiKRyw']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[6]/div[1]/div[3]/a[1],div#CardInstanceiThiPEgThyL4uJAeRiKRyw > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(1344.5, 2275.109375)",310 × 16.890625,95
110,best_sellers_in_computers_accessories_h2,Interactive Element,Best Sellers in Computers & Accessories,await page.getByText('Best Sellers in Computers & Accessories'),"//div[@id='CardInstanceapdl_e64eADxYHrEjUtoBg']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section as-title-block')][1]/h2[contains(@class, 'as-title-block-left')][1]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[7]/div[1]/div[1]/div[1]/h2[1],div#CardInstanceapdl_e64eADxYHrEjUtoBg > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section as-title-block > h2.as-title-block-left,,,as-title-block-left,"(234.5, 2352)",411.234375 × 31.5,85
111,ailun_screen_protector_for_ipad_11th_a16,Link,Unknown Context,await page.locator('div#CardInstanceapdl_e64eADxYHrEjUtoBg > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstanceapdl_e64eADxYHrEjUtoBg']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][1]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[7]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[1]/span[1]/a[1],div#CardInstanceapdl_e64eADxYHrEjUtoBg > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card > span.a-list-item > a.a-link-normal,,,a-link-normal,"(239.5, 2479.875)",197 × 15,80
112,moko_for_ipad_a16_11th_generation_case_1,Link,Unknown Context,await page.locator('div#CardInstanceapdl_e64eADxYHrEjUtoBg > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(2) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstanceapdl_e64eADxYHrEjUtoBg']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][2]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[7]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[2]/span[1]/a[1],div#CardInstanceapdl_e64eADxYHrEjUtoBg > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(2) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(446.5, 2479.875)",214 × 15,80
113,taygeer_travel_backpack_for_women_carry,Link,Unknown Context,await page.locator('div#CardInstanceapdl_e64eADxYHrEjUtoBg > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(3) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstanceapdl_e64eADxYHrEjUtoBg']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][3]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[7]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[3]/span[1]/a[1],div#CardInstanceapdl_e64eADxYHrEjUtoBg > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(3) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(670.5, 2479.875)",153 × 15,80
114,miracase_for_iphone_17e_case_iphone_16e,Link,Unknown Context,await page.locator('div#CardInstanceapdl_e64eADxYHrEjUtoBg > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(4) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstanceapdl_e64eADxYHrEjUtoBg']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][4]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[7]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[4]/span[1]/a[1],div#CardInstanceapdl_e64eADxYHrEjUtoBg > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(4) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(833.5, 2479.875)",188 × 15,80
115,procase_2_pcs_screen_protector_for_ipad,Link,Unknown Context,await page.locator('div#CardInstanceapdl_e64eADxYHrEjUtoBg > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(5) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstanceapdl_e64eADxYHrEjUtoBg']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][5]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[7]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[5]/span[1]/a[1],div#CardInstanceapdl_e64eADxYHrEjUtoBg > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(5) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1031.5, 2479.875)",215 × 15,80
